Tiempo [s], Recorrido [m], Posición [m], Velocidad [m/s], Aceleración [m/s^2]
21.8985770,-0.0020000,0.0000000,-0.0709212,-0.0946675
21.9485860,-0.0050000,0.0000000,-0.0800108,-0.1909155
21.9985740,-0.0100000,0.0000000,-0.0900118,0.0999970
22.0485760,-0.0140000,0.0000000,-0.0700037,0.4000260
22.0985650,-0.0170000,0.0000000,-0.0500128,0.3000050
22.1485480,-0.0190000,0.0000000,-0.0400104,0.3001181
22.1985390,-0.0210000,0.0000000,-0.0200072,0.5031728
22.2485480,-0.0210000,0.0000000,0.0103106,0.5041986
22.2975400,-0.0200000,0.0000000,0.0301144,0.3943985
22.3475230,-0.0180000,0.0000000,0.0493265,0.1940390
22.3985190,-0.0150000,0.0000000,0.0493188,0.1078496
22.4485270,-0.0130000,0.0000000,0.0600084,0.2121753
22.4985170,-0.0090000,0.0000000,0.0705359,-0.0038845
22.5474990,-0.0060000,0.0000000,0.0600520,-0.2123062
22.5985130,-0.0030000,0.0000000,0.0493133,-0.1981854
22.6485000,-0.0010000,0.0000000,0.0400100,-0.1931294
22.6984880,0.0010000,0.0000000,0.0300052,-0.3001010
22.7484960,0.0020000,0.0000000,0.0099971,-0.4000740
22.7984910,0.0020000,0.0000000,-0.0100034,-0.5001411
22.8484780,0.0010000,0.0000000,-0.0400064,-0.4942544
22.8984700,-0.0020000,0.0000000,-0.0594174,-0.1011981
22.9494790,-0.0050000,0.0000000,-0.0496376,0.0937429
22.9984680,-0.0070000,0.0000000,-0.0496553,-0.1001044
23.0494500,-0.0100000,0.0000000,-0.0600508,-0.0028429
23.0984610,-0.0130000,0.0000000,-0.0507168,0.1981112
23.1484420,-0.0150000,0.0000000,-0.0404244,0.2049687
23.1974310,-0.0170000,0.0000000,-0.0304292,0.3031279
23.2484410,-0.0180000,0.0000000,-0.0097031,0.4001864
23.2984320,-0.0180000,0.0000000,0.0100024,0.4023079
23.3484210,-0.0170000,0.0000000,0.0305196,0.3012252
23.3974110,-0.0150000,0.0000000,0.0400334,0.1920660
23.4484190,-0.0130000,0.0000000,0.0497170,0.0969655
23.4984070,-0.0100000,0.0000000,0.0500141,-0.0971828
23.5483880,-0.0080000,0.0000000,0.0400032,-0.1001811
23.5983990,-0.0060000,0.0000000,0.0400028,0.0000680
23.6483810,-0.0040000,0.0000000,0.0400100,-0.1999600
23.6983740,-0.0020000,0.0000000,0.0200074,-0.3000820
23.7483900,-0.0020000,0.0000000,0.0100037,-0.2001001
23.7983830,-0.0010000,0.0000000,-0.0000044,-0.3001881
23.8483650,-0.0020000,0.0000000,-0.0200054,-0.2951485
23.8983560,-0.0030000,0.0000000,-0.0295094,-0.0982891
23.9493650,-0.0050000,0.0000000,-0.0297437,-0.1042777
23.9973500,-0.0060000,0.0000000,-0.0392473,-0.1977342
24.0483580,-0.0090000,0.0000000,-0.0493161,0.0039455
24.0983490,-0.0110000,0.0000000,-0.0392542,0.1951277
24.1503360,-0.0130000,0.0000000,-0.0294424,0.1897712
24.1973250,-0.0140000,0.0000000,-0.0204813,0.2014743
24.2483120,-0.0150000,0.0000000,-0.0096129,0.3015893
24.2973260,-0.0150000,0.0000000,0.0093358,0.2991875
24.3493090,-0.0140000,0.0000000,0.0200693,0.2090930
24.3972990,-0.0130000,0.0000000,0.0302194,0.1039859
24.4473050,-0.0110000,0.0000000,0.0298169,-0.0981738
24.4992930,-0.0100000,0.0000000,0.0198419,0.0096869
24.5482800,-0.0090000,0.0000000,0.0296202,0.1977969
24.5992910,-0.0070000,0.0000000,0.0396137,-0.1031581
24.6492760,-0.0050000,0.0000000,0.0198092,-0.2981851
24.6982870,-0.0050000,0.0000000,0.0099055,-0.1010406
24.7482690,-0.0040000,0.0000000,0.0100050,-0.1990893
24.7982650,-0.0040000,0.0000000,-0.0100047,-0.2010810
24.8482480,-0.0050000,0.0000000,-0.0101040,-0.0009276
24.8992470,-0.0050000,0.0000000,-0.0100962,-0.1020080
24.9492560,-0.0060000,0.0000000,-0.0202074,
24.9982420,-0.0070000,0.0000000,,
