Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	13:11:54
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	         2413 	
        2	         2354 	
        3	         2421 	
        4	         2372 	
        5	         2485 	
        6	         2381 	
        7	         2430 	
        8	         2420 	
        9	         2471 	
       10	         2452 	
       11	         2463 	
       12	         2458 	
       13	         2437 	
       14	         2419 	
       15	         2410 	
       16	         2451 	
       17	         2555 	
       18	         2539 	
       19	         2496 	
       20	         2457 	
       21	         2491 	
       22	         2437 	
       23	         2447 	
       24	         2465 	
       25	         2460 	
       26	         2458 	
       27	         2450 	
       28	         2427 	
       29	         2407 	
       30	         2402 	
       31	         2366 	
       32	         2482 	
       33	         2515 	
       34	         2493 	
       35	         2443 	
       36	         2495 	
       37	         2565 	
       38	         2487 	
       39	         2540 	
       40	         2345 	
       41	         2491 	
       42	         2460 	
       43	         2492 	
       44	         2461 	
       45	         2504 	
       46	         2486 	
       47	         2467 	
       48	         2440 	
       49	         2335 	
       50	         2422 	
       51	         2423 	
       52	         2535 	
       53	         2403 	
       54	         2541 	
       55	         2414 	
       56	         2441 	
       57	         2521 	
       58	         2511 	
       59	         2507 	
       60	         2419 	
       61	         2497 	
       62	         2416 	
       63	         2454 	
       64	         2460 	
       65	         2464 	
       66	         2492 	
       67	         2520 	
       68	         2552 	
       69	         2447 	
       70	         2525 	
       71	         2439 	
       72	         2423 	
       73	         2516 	
       74	         2489 	
       75	         2435 	
       76	         2433 	
       77	         2429 	
       78	         2399 	
       79	         2450 	
       80	         2452 	
       81	         2452 	
       82	         2433 	
       83	         2476 	
       84	         2548 	
       85	         2398 	
       86	         2499 	
       87	         2486 	
       88	         2410 	
       89	         2440 	
       90	         2413 	
       91	         2455 	
       92	         2435 	
       93	         2382 	
       94	         2549 	
       95	         2493 	
       96	         2482 	
       97	         2483 	
       98	         2501 	
       99	         2521 	
      100	         2526 	
      101	         2534 	
      102	         2483 	
      103	         2405 	
      104	         2510 	
      105	         2390 	
      106	         2449 	
      107	         2506 	
      108	         2414 	
      109	         2441 	
      110	         2483 	
      111	         2443 	
      112	         2470 	
      113	         2419 	
      114	         2510 	
      115	         2503 	
      116	         2499 	
      117	         2388 	
      118	         2551 	
      119	         2391 	
      120	         2499 	
      121	         2556 	
      122	         2454 	
      123	         2440 	
      124	         2497 	
      125	         2423 	
      126	         2455 	
      127	         2449 	
      128	         2443 	
      129	         2453 	
      130	         2526 	
      131	         2505 	
      132	         2466 	
      133	         2436 	
      134	         2441 	
      135	         2490 	
      136	         2416 	
      137	         2417 	
      138	         2570 	
      139	         2428 	
      140	         2434 	
      141	         2453 	
      142	         2420 	
      143	         2436 	
      144	         2476 	
      145	         2458 	
      146	         2475 	
      147	         2490 	
      148	         2465 	
      149	         2391 	
      150	         2429 	
      151	         2474 	
      152	         2491 	
      153	         2487 	
      154	         2538 	
      155	         2429 	
      156	         2344 	
      157	         2429 	
      158	         2490 	
      159	         2411 	
      160	         2558 	
      161	         2498 	
      162	         2465 	
      163	         2440 	
      164	         2413 	
      165	         2457 	
      166	         2511 	
      167	         2458 	
      168	         2413 	
      169	         2452 	
      170	         2523 	
      171	         2438 	
      172	         2484 	
      173	         2525 	
      174	         2454 	
      175	         2398 	
      176	         2465 	
      177	         2415 	
      178	         2459 	
      179	         2503 	
      180	         2457 	
      181	         2469 	
      182	         2390 	
      183	         2358 	
      184	         2378 	
      185	         2460 	
      186	         2480 	
      187	         2479 	
      188	         2414 	
      189	         2455 	
      190	         2642 	
      191	         2539 	
      192	         2425 	
      193	         2435 	
      194	         2468 	
      195	         2435 	
      196	         2503 	
      197	         2519 	
      198	         2404 	
      199	         2452 	
      200	         2427 	
      201	         2480 	
      202	         2492 	
      203	         2503 	
      204	         2367 	
      205	         2359 	
      206	         2466 	
      207	         2460 	
