Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	11:06:44
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	         6222 	
        2	         6162 	
        3	         6177 	
        4	         6230 	
        5	         6161 	
        6	         6196 	
        7	         6136 	
        8	         6165 	
        9	         6170 	
       10	         6307 	
       11	         6136 	
       12	         6254 	
       13	         6236 	
       14	         6229 	
       15	         6308 	
       16	         6202 	
       17	         6157 	
       18	         6158 	
       19	         6134 	
       20	         6338 	
       21	         6294 	
       22	         6166 	
       23	         6032 	
       24	         6268 	
       25	         6169 	
       26	         6173 	
       27	         6232 	
       28	         6164 	
       29	         6190 	
       30	         6255 	
       31	         6164 	
       32	         6159 	
       33	         6164 	
       34	         6092 	
       35	         5967 	
       36	         6135 	
       37	         6110 	
       38	         6337 	
       39	         6046 	
       40	         6220 	
       41	         6013 	
       42	         6173 	
       43	         6188 	
       44	         6136 	
       45	         6224 	
       46	         6114 	
       47	         6261 	
       48	         6218 	
       49	         6151 	
       50	         6280 	
       51	         6055 	
       52	         6287 	
       53	         6130 	
       54	         6266 	
       55	         6224 	
       56	         6217 	
       57	         6208 	
       58	         6383 	
       59	         6191 	
       60	         6334 	
       61	         6349 	
       62	         6223 	
       63	         6008 	
       64	         6220 	
       65	         6275 	
       66	         6241 	
       67	         6351 	
       68	         6300 	
       69	         6435 	
       70	         6127 	
       71	         6138 	
       72	         6210 	
       73	         6168 	
       74	         5997 	
       75	         6212 	
       76	         6097 	
       77	         6282 	
       78	         6287 	
       79	         6345 	
       80	         6088 	
       81	         6200 	
       82	         6172 	
       83	         6277 	
       84	         6124 	
       85	         6171 	
       86	         6302 	
       87	         6293 	
       88	         6287 	
       89	         6185 	
       90	         6316 	
       91	         6157 	
       92	         6248 	
       93	         6205 	
       94	         6244 	
       95	         6358 	
       96	         6107 	
       97	         6079 	
       98	         6112 	
       99	         6161 	
      100	         6160 	
      101	         6236 	
      102	         6236 	
      103	         6199 	
      104	         6351 	
      105	         6345 	
      106	         6314 	
      107	         6053 	
      108	         6300 	
      109	         6245 	
      110	         6304 	
      111	         6134 	
      112	         6199 	
      113	         6268 	
      114	         6394 	
      115	         6170 	
      116	         6289 	
      117	         6225 	
      118	         6173 	
      119	         6005 	
      120	         6166 	
      121	         6152 	
      122	         6229 	
      123	         6206 	
      124	         6173 	
      125	         6191 	
      126	         6216 	
      127	         6063 	
      128	         6154 	
      129	         6130 	
      130	         6329 	
      131	         6227 	
      132	         5966 	
      133	         6374 	
      134	         6203 	
      135	         6244 	
      136	         6197 	
      137	         6351 	
      138	         6038 	
      139	         6192 	
      140	         6306 	
      141	         6215 	
      142	         6245 	
      143	         6080 	
      144	         6193 	
      145	         6240 	
      146	         6067 	
      147	         6236 	
      148	         6274 	
      149	         6171 	
      150	         6235 	
      151	         6387 	
      152	         6216 	
      153	         6269 	
      154	         6248 	
      155	         6160 	
      156	         6232 	
      157	         6271 	
      158	         6152 	
      159	         6028 	
      160	         6121 	
      161	         6278 	
      162	         6224 	
      163	         6185 	
      164	         6137 	
      165	         6176 	
      166	         6140 	
      167	         6132 	
      168	         6219 	
      169	         6201 	
      170	         6185 	
      171	         6334 	
      172	         6301 	
      173	         6387 	
      174	         6241 	
      175	         6157 	
      176	         6300 	
      177	         6084 	
      178	         6251 	
      179	         6217 	
      180	         6146 	
      181	         6158 	
      182	         6255 	
      183	         6166 	
      184	         6266 	
      185	         6194 	
      186	         6285 	
      187	         6126 	
      188	         6233 	
      189	         6105 	
      190	         6302 	
      191	         5948 	
      192	         6133 	
      193	         6173 	
      194	         6111 	
      195	         6130 	
      196	         6252 	
      197	         6237 	
      198	         6187 	
      199	         6192 	
      200	         6255 	
      201	         6241 	
      202	         6134 	
      203	         6307 	
      204	         6156 	
