Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	11:08:49
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	        55834 	
        2	        55307 	
        3	        55475 	
        4	        55355 	
        5	        55739 	
        6	        55363 	
        7	        55297 	
        8	        55689 	
        9	        55711 	
       10	        54802 	
       11	        55572 	
       12	        55625 	
       13	        55094 	
       14	        55346 	
       15	        55944 	
       16	        55527 	
       17	        55051 	
       18	        55813 	
       19	        55271 	
       20	        54908 	
       21	        55212 	
       22	        55547 	
       23	        55579 	
       24	        55165 	
       25	        55448 	
       26	        55163 	
       27	        55457 	
       28	        55293 	
       29	        54961 	
       30	        55298 	
       31	        55352 	
       32	        55151 	
       33	        55169 	
       34	        55649 	
       35	        55446 	
       36	        55620 	
       37	        55407 	
       38	        55319 	
       39	        55264 	
       40	        55516 	
       41	        55534 	
       42	        55428 	
       43	        55327 	
       44	        55622 	
       45	        55481 	
       46	        55478 	
       47	        55402 	
       48	        55536 	
       49	        55700 	
       50	        55795 	
       51	        55080 	
       52	        55300 	
       53	        55507 	
       54	        55441 	
       55	        55090 	
       56	        55234 	
       57	        54998 	
       58	        55374 	
       59	        55285 	
       60	        55777 	
       61	        55438 	
       62	        55479 	
       63	        55679 	
       64	        55056 	
       65	        55400 	
       66	        55608 	
       67	        55316 	
       68	        55162 	
       69	        55786 	
       70	        55604 	
       71	        55437 	
       72	        55421 	
       73	        55350 	
       74	        55606 	
       75	        55434 	
       76	        55361 	
       77	        55233 	
       78	        55846 	
       79	        55366 	
       80	        54988 	
       81	        55714 	
       82	        55807 	
       83	        55489 	
       84	        55315 	
       85	        55618 	
       86	        55302 	
       87	        55569 	
       88	        55376 	
       89	        55613 	
       90	        55329 	
       91	        55409 	
       92	        54982 	
       93	        54907 	
       94	        55368 	
       95	        55176 	
       96	        55541 	
       97	        55472 	
       98	        55930 	
       99	        55359 	
      100	        54944 	
      101	        55250 	
      102	        55355 	
      103	        55437 	
      104	        55538 	
      105	        55387 	
      106	        55892 	
      107	        55512 	
      108	        54840 	
      109	        55409 	
      110	        55413 	
      111	        55857 	
      112	        55639 	
      113	        55668 	
      114	        55393 	
      115	        55341 	
      116	        55144 	
      117	        55434 	
      118	        55582 	
      119	        55330 	
      120	        54981 	
      121	        55209 	
      122	        55468 	
      123	        55042 	
      124	        55279 	
      125	        55161 	
      126	        55458 	
      127	        55248 	
      128	        55277 	
      129	        55282 	
      130	        55574 	
      131	        55327 	
      132	        55642 	
      133	        55386 	
      134	        55183 	
      135	        55204 	
      136	        55661 	
      137	        55376 	
      138	        55240 	
      139	        54987 	
      140	        55089 	
      141	        55641 	
      142	        55268 	
      143	        55624 	
      144	        55428 	
      145	        55023 	
      146	        55286 	
      147	        55169 	
      148	        55649 	
      149	        55170 	
      150	        54963 	
      151	        55259 	
      152	        55413 	
      153	        54891 	
      154	        55204 	
      155	        55226 	
      156	        55355 	
      157	        55572 	
      158	        55466 	
      159	        56187 	
      160	        55192 	
      161	        55720 	
      162	        55366 	
      163	        55058 	
      164	        55436 	
      165	        54958 	
      166	        55067 	
      167	        55384 	
      168	        55127 	
      169	        55138 	
      170	        55604 	
      171	        55470 	
      172	        55299 	
      173	        55812 	
      174	        55410 	
      175	        55711 	
      176	        55419 	
      177	        55589 	
      178	        55492 	
      179	        55201 	
      180	        55710 	
      181	        55508 	
      182	        55765 	
      183	        55105 	
      184	        55472 	
      185	        55451 	
      186	        55022 	
      187	        55584 	
      188	        55269 	
      189	        55156 	
      190	        55331 	
      191	        55533 	
      192	        55594 	
      193	        55405 	
      194	        55073 	
      195	        55892 	
      196	        55741 	
      197	        55060 	
      198	        55406 	
      199	        55315 	
      200	        55559 	
      201	        55193 	
      202	        55542 	
      203	        55399 	
      204	        55547 	
      205	        55284 	
