Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	11:15:17
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	        80947 	
        2	        81461 	
        3	        80786 	
        4	        80817 	
        5	        81076 	
        6	        80895 	
        7	        81390 	
        8	        81139 	
        9	        81503 	
       10	        80976 	
       11	        81008 	
       12	        81633 	
       13	        81153 	
       14	        81296 	
       15	        81218 	
       16	        80736 	
       17	        81349 	
       18	        81518 	
       19	        80759 	
       20	        81218 	
       21	        81675 	
       22	        81333 	
       23	        81037 	
       24	        80698 	
       25	        80834 	
       26	        81003 	
       27	        81574 	
       28	        81440 	
       29	        80889 	
       30	        81157 	
       31	        80525 	
       32	        81223 	
       33	        81604 	
       34	        81068 	
       35	        81495 	
       36	        81211 	
       37	        81222 	
       38	        81383 	
       39	        80819 	
       40	        81119 	
       41	        81315 	
       42	        81084 	
       43	        81645 	
       44	        81293 	
       45	        81551 	
       46	        81280 	
       47	        81043 	
       48	        81051 	
       49	        81549 	
       50	        81142 	
       51	        81105 	
       52	        81317 	
       53	        81409 	
       54	        81688 	
       55	        81737 	
       56	        81205 	
       57	        81557 	
       58	        81973 	
       59	        81309 	
       60	        81272 	
       61	        80695 	
       62	        81381 	
       63	        81259 	
       64	        81118 	
       65	        80698 	
       66	        80367 	
       67	        80985 	
       68	        81009 	
       69	        81042 	
       70	        80881 	
       71	        81849 	
       72	        81344 	
       73	        81330 	
       74	        81432 	
       75	        81316 	
       76	        81356 	
       77	        81152 	
       78	        81052 	
       79	        81521 	
       80	        81454 	
       81	        81587 	
       82	        80870 	
       83	        81273 	
       84	        81517 	
       85	        81219 	
       86	        81573 	
       87	        81719 	
       88	        81521 	
       89	        81534 	
       90	        81176 	
       91	        81276 	
       92	        81052 	
       93	        81159 	
       94	        81456 	
       95	        81079 	
       96	        81208 	
       97	        81134 	
       98	        81963 	
       99	        81209 	
      100	        81169 	
      101	        81509 	
      102	        81161 	
      103	        81366 	
      104	        81300 	
      105	        81392 	
      106	        81325 	
      107	        81219 	
      108	        80975 	
      109	        80744 	
      110	        81064 	
      111	        81295 	
      112	        80831 	
      113	        81063 	
      114	        81665 	
      115	        81794 	
      116	        82055 	
      117	        81479 	
      118	        80839 	
      119	        81346 	
      120	        81184 	
      121	        81506 	
      122	        81242 	
      123	        80971 	
      124	        81061 	
      125	        81242 	
      126	        81321 	
      127	        80842 	
      128	        81373 	
      129	        81209 	
      130	        81512 	
      131	        81225 	
      132	        81052 	
      133	        81084 	
      134	        80713 	
      135	        81189 	
      136	        81556 	
      137	        81462 	
      138	        81496 	
      139	        81312 	
      140	        81209 	
      141	        80979 	
      142	        81608 	
      143	        81183 	
      144	        80817 	
      145	        80901 	
      146	        81019 	
      147	        81208 	
      148	        81153 	
      149	        80853 	
      150	        81562 	
      151	        81639 	
      152	        80899 	
      153	        81452 	
      154	        81421 	
      155	        80862 	
      156	        81748 	
      157	        81017 	
      158	        81566 	
      159	        81652 	
      160	        80763 	
      161	        81226 	
      162	        81111 	
      163	        80893 	
      164	        81722 	
      165	        81550 	
      166	        81267 	
      167	        80723 	
      168	        81435 	
      169	        81453 	
      170	        81188 	
      171	        81029 	
      172	        80934 	
      173	        81683 	
      174	        81255 	
      175	        81296 	
      176	        81622 	
      177	        81039 	
      178	        81815 	
      179	        81413 	
      180	        81814 	
      181	        81506 	
      182	        81472 	
      183	        81254 	
      184	        81531 	
      185	        80740 	
      186	        81113 	
      187	        80658 	
      188	        81345 	
      189	        81746 	
      190	        81288 	
      191	        81592 	
      192	        80868 	
      193	        81026 	
      194	        81000 	
      195	        81578 	
      196	        81251 	
      197	        81319 	
      198	        81295 	
      199	        81436 	
      200	        81746 	
      201	        81193 	
      202	        81391 	
      203	        81529 	
      204	        81419 	
      205	        81173 	
