Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	11:17:49
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          226 	
        2	          214 	
        3	          184 	
        4	          216 	
        5	          201 	
        6	          212 	
        7	          170 	
        8	          222 	
        9	          197 	
       10	          195 	
       11	          210 	
       12	          197 	
       13	          217 	
       14	          183 	
       15	          189 	
       16	          192 	
       17	          202 	
       18	          220 	
       19	          190 	
       20	          207 	
       21	          238 	
       22	          201 	
       23	          205 	
       24	          190 	
       25	          192 	
       26	          164 	
       27	          207 	
       28	          199 	
       29	          202 	
       30	          202 	
       31	          221 	
       32	          217 	
       33	          237 	
       34	          209 	
       35	          202 	
       36	          234 	
       37	          212 	
       38	          180 	
       39	          188 	
       40	          196 	
       41	          190 	
       42	          192 	
       43	          193 	
       44	          190 	
       45	          218 	
       46	          197 	
       47	          204 	
       48	          199 	
       49	          191 	
       50	          196 	
       51	          215 	
       52	          222 	
       53	          190 	
       54	          215 	
       55	          206 	
       56	          208 	
       57	          211 	
       58	          217 	
       59	          190 	
       60	          199 	
       61	          200 	
       62	          179 	
       63	          197 	
       64	          195 	
       65	          212 	
       66	          213 	
       67	          178 	
       68	          227 	
       69	          173 	
       70	          217 	
       71	          219 	
       72	          225 	
       73	          200 	
       74	          197 	
       75	          210 	
       76	          189 	
       77	          207 	
       78	          221 	
       79	          190 	
       80	          186 	
       81	          207 	
       82	          202 	
       83	          217 	
       84	          204 	
       85	          229 	
       86	          183 	
       87	          204 	
       88	          197 	
       89	          203 	
       90	          191 	
       91	          230 	
       92	          209 	
       93	          199 	
       94	          176 	
       95	          184 	
       96	          207 	
       97	          204 	
       98	          198 	
       99	          201 	
      100	          189 	
      101	          179 	
      102	          200 	
      103	          207 	
      104	          199 	
      105	          207 	
      106	          188 	
      107	          236 	
      108	          205 	
      109	          214 	
      110	          215 	
      111	          193 	
      112	          171 	
      113	          216 	
      114	          214 	
      115	          186 	
      116	          212 	
      117	          174 	
      118	          209 	
      119	          188 	
      120	          176 	
      121	          208 	
      122	          216 	
      123	          203 	
      124	          201 	
      125	          211 	
      126	          207 	
      127	          217 	
      128	          222 	
      129	          194 	
      130	          227 	
      131	          210 	
      132	          212 	
      133	          187 	
      134	          196 	
      135	          210 	
      136	          198 	
      137	          208 	
      138	          215 	
      139	          188 	
      140	          214 	
      141	          211 	
      142	          175 	
      143	          192 	
      144	          206 	
      145	          184 	
      146	          187 	
      147	          217 	
      148	          220 	
      149	          209 	
      150	          208 	
      151	          211 	
      152	          172 	
      153	          187 	
      154	          216 	
      155	          188 	
      156	          217 	
      157	          185 	
      158	          203 	
      159	          223 	
      160	          218 	
      161	          210 	
      162	          209 	
      163	          196 	
      164	          193 	
      165	          185 	
      166	          190 	
      167	          208 	
      168	          194 	
      169	          189 	
      170	          219 	
      171	          233 	
      172	          202 	
      173	          198 	
      174	          224 	
      175	          215 	
      176	          216 	
      177	          184 	
      178	          231 	
      179	          202 	
      180	          216 	
      181	          204 	
      182	          193 	
      183	          207 	
      184	          198 	
      185	          208 	
      186	          202 	
      187	          194 	
      188	          181 	
      189	          216 	
      190	          215 	
      191	          243 	
      192	          205 	
      193	          232 	
      194	          219 	
      195	          228 	
      196	          203 	
      197	          188 	
      198	          201 	
      199	          215 	
      200	          212 	
      201	          200 	
      202	          200 	
      203	          213 	
      204	          179 	
      205	          204 	
      206	          188 	
      207	          188 	
      208	          210 	
      209	          204 	
