Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	11:18:47
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	         9405 	
        2	         9310 	
        3	         9228 	
        4	         9358 	
        5	         9379 	
        6	         9445 	
        7	         9572 	
        8	         9411 	
        9	         9434 	
       10	         9322 	
       11	         9473 	
       12	         9390 	
       13	         9474 	
       14	         9291 	
       15	         9278 	
       16	         9466 	
       17	         9162 	
       18	         9407 	
       19	         9444 	
       20	         9327 	
       21	         9440 	
       22	         9066 	
       23	         9303 	
       24	         9452 	
       25	         9303 	
       26	         9228 	
       27	         9383 	
       28	         9301 	
       29	         9234 	
       30	         9391 	
       31	         9315 	
       32	         9303 	
       33	         9532 	
       34	         9386 	
       35	         9389 	
       36	         9425 	
       37	         9510 	
       38	         9630 	
       39	         9377 	
       40	         9053 	
       41	         9354 	
       42	         9469 	
       43	         9352 	
       44	         9399 	
       45	         9252 	
       46	         9361 	
       47	         9406 	
       48	         9287 	
       49	         9544 	
       50	         9292 	
       51	         9330 	
       52	         9224 	
       53	         9448 	
       54	         9323 	
       55	         9456 	
       56	         9336 	
       57	         9291 	
       58	         9425 	
       59	         9440 	
       60	         9256 	
       61	         9384 	
       62	         9217 	
       63	         9360 	
       64	         9077 	
       65	         9375 	
       66	         9345 	
       67	         9171 	
       68	         9282 	
       69	         9268 	
       70	         9414 	
       71	         9386 	
       72	         9326 	
       73	         9340 	
       74	         9506 	
       75	         9273 	
       76	         9449 	
       77	         9304 	
       78	         9441 	
       79	         9339 	
       80	         9409 	
       81	         9168 	
       82	         9371 	
       83	         9271 	
       84	         9518 	
       85	         9337 	
       86	         9398 	
       87	         9351 	
       88	         9347 	
       89	         9302 	
       90	         9123 	
       91	         9397 	
       92	         9274 	
       93	         9390 	
       94	         9278 	
       95	         9379 	
       96	         9400 	
       97	         9519 	
       98	         9313 	
       99	         9382 	
      100	         9343 	
      101	         9274 	
      102	         9289 	
      103	         9455 	
      104	         9390 	
      105	         9360 	
      106	         9424 	
      107	         9350 	
      108	         9424 	
      109	         9456 	
      110	         9471 	
      111	         9486 	
      112	         9330 	
      113	         9308 	
      114	         9371 	
      115	         9317 	
      116	         9215 	
      117	         9253 	
      118	         9294 	
      119	         9437 	
      120	         9354 	
      121	         9386 	
      122	         9456 	
      123	         9257 	
      124	         9386 	
      125	         9540 	
      126	         9429 	
      127	         9365 	
      128	         9496 	
      129	         9362 	
      130	         9235 	
      131	         9481 	
      132	         9396 	
      133	         9413 	
      134	         9524 	
      135	         9484 	
      136	         9289 	
      137	         9381 	
      138	         9238 	
      139	         9413 	
      140	         9320 	
      141	         9439 	
      142	         9216 	
      143	         9362 	
      144	         9371 	
      145	         9177 	
      146	         9434 	
      147	         9447 	
      148	         9235 	
      149	         9364 	
      150	         9487 	
      151	         9295 	
      152	         9251 	
      153	         9412 	
      154	         9338 	
      155	         9669 	
      156	         9530 	
      157	         9260 	
      158	         9370 	
      159	         9344 	
      160	         9457 	
      161	         9384 	
      162	         9428 	
      163	         9347 	
      164	         9480 	
      165	         9275 	
      166	         9202 	
      167	         9413 	
      168	         9483 	
      169	         9349 	
      170	         9273 	
      171	         9376 	
      172	         9540 	
      173	         9245 	
      174	         9208 	
      175	         9423 	
      176	         9353 	
      177	         9381 	
      178	         9414 	
      179	         9401 	
      180	         9480 	
      181	         9341 	
      182	         9409 	
      183	         9402 	
      184	         9462 	
      185	         9477 	
      186	         9423 	
      187	         9379 	
      188	         9313 	
      189	         9350 	
      190	         9314 	
      191	         9225 	
      192	         9332 	
      193	         9267 	
      194	         9297 	
      195	         9498 	
      196	         9298 	
      197	         9313 	
      198	         9284 	
      199	         9399 	
      200	         9443 	
      201	         9506 	
      202	         9395 	
      203	         9340 	
      204	         9297 	
      205	         9351 	
      206	         9570 	
      207	         9252 	
