Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:32:50
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          220 	
        2	          210 	
        3	          254 	
        4	          218 	
        5	          233 	
        6	          257 	
        7	          218 	
        8	          201 	
        9	          233 	
       10	          197 	
       11	          194 	
       12	          205 	
       13	          218 	
       14	          225 	
       15	          222 	
       16	          229 	
       17	          229 	
       18	          219 	
       19	          199 	
       20	          215 	
       21	          226 	
       22	          183 	
       23	          199 	
       24	          212 	
       25	          207 	
       26	          213 	
       27	          202 	
       28	          237 	
       29	          229 	
       30	          239 	
       31	          234 	
       32	          212 	
       33	          223 	
       34	          229 	
       35	          241 	
       36	          219 	
       37	          260 	
       38	          229 	
       39	          216 	
       40	          217 	
       41	          227 	
       42	          202 	
       43	          223 	
       44	          208 	
       45	          225 	
       46	          229 	
       47	          216 	
       48	          245 	
       49	          232 	
       50	          229 	
       51	          240 	
       52	          241 	
       53	          220 	
       54	          192 	
       55	          212 	
       56	          228 	
       57	          210 	
       58	          215 	
       59	          209 	
       60	          222 	
       61	          234 	
       62	          234 	
       63	          206 	
       64	          236 	
       65	          215 	
       66	          224 	
       67	          229 	
       68	          210 	
       69	          239 	
       70	          232 	
       71	          225 	
       72	          237 	
       73	          242 	
       74	          243 	
       75	          218 	
       76	          233 	
       77	          241 	
       78	          232 	
       79	          197 	
       80	          206 	
       81	          205 	
       82	          209 	
       83	          236 	
       84	          218 	
       85	          219 	
       86	          193 	
       87	          195 	
       88	          240 	
       89	          231 	
       90	          207 	
       91	          220 	
       92	          206 	
       93	          217 	
       94	          249 	
       95	          236 	
       96	          231 	
       97	          221 	
       98	          268 	
       99	          219 	
      100	          215 	
      101	          212 	
      102	          225 	
      103	          209 	
      104	          228 	
      105	          222 	
      106	          216 	
      107	          206 	
      108	          196 	
      109	          241 	
      110	          242 	
      111	          205 	
      112	          221 	
      113	          218 	
      114	          206 	
      115	          216 	
      116	          205 	
      117	          212 	
      118	          214 	
      119	          208 	
      120	          197 	
      121	          201 	
      122	          228 	
      123	          216 	
      124	          219 	
      125	          197 	
      126	          222 	
      127	          236 	
      128	          228 	
      129	          207 	
      130	          237 	
      131	          213 	
      132	          206 	
      133	          207 	
      134	          215 	
      135	          217 	
      136	          253 	
      137	          191 	
      138	          196 	
      139	          225 	
      140	          232 	
      141	          240 	
      142	          211 	
      143	          206 	
      144	          199 	
      145	          225 	
      146	          238 	
      147	          229 	
      148	          215 	
      149	          226 	
      150	          215 	
      151	          232 	
      152	          223 	
      153	          215 	
      154	          195 	
      155	          192 	
      156	          240 	
      157	          216 	
      158	          215 	
      159	          223 	
      160	          225 	
      161	          247 	
      162	          231 	
      163	          230 	
      164	          246 	
      165	          232 	
      166	          203 	
      167	          207 	
      168	          238 	
      169	          221 	
      170	          230 	
      171	          228 	
      172	          233 	
      173	          214 	
      174	          215 	
      175	          229 	
      176	          231 	
      177	          228 	
      178	          211 	
      179	          189 	
      180	          234 	
      181	          211 	
      182	          225 	
      183	          216 	
      184	          199 	
      185	          224 	
      186	          226 	
      187	          226 	
      188	          198 	
      189	          221 	
      190	          206 	
      191	          221 	
      192	          239 	
      193	          208 	
      194	          208 	
      195	          242 	
      196	          207 	
      197	          210 	
      198	          215 	
      199	          248 	
      200	          231 	
      201	          216 	
      202	          247 	
      203	          235 	
      204	          242 	
