Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:34:51
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          183 	
        2	          209 	
        3	          217 	
        4	          241 	
        5	          207 	
        6	          210 	
        7	          224 	
        8	          201 	
        9	          222 	
       10	          235 	
       11	          190 	
       12	          210 	
       13	          209 	
       14	          224 	
       15	          188 	
       16	          185 	
       17	          224 	
       18	          241 	
       19	          231 	
       20	          200 	
       21	          221 	
       22	          224 	
       23	          197 	
       24	          245 	
       25	          231 	
       26	          191 	
       27	          207 	
       28	          222 	
       29	          201 	
       30	          202 	
       31	          200 	
       32	          224 	
       33	          224 	
       34	          225 	
       35	          196 	
       36	          200 	
       37	          202 	
       38	          219 	
       39	          222 	
       40	          223 	
       41	          219 	
       42	          204 	
       43	          198 	
       44	          179 	
       45	          211 	
       46	          182 	
       47	          191 	
       48	          227 	
       49	          220 	
       50	          212 	
       51	          259 	
       52	          197 	
       53	          212 	
       54	          229 	
       55	          205 	
       56	          186 	
       57	          190 	
       58	          213 	
       59	          205 	
       60	          208 	
       61	          208 	
       62	          218 	
       63	          216 	
       64	          204 	
       65	          232 	
       66	          221 	
       67	          199 	
       68	          220 	
       69	          220 	
       70	          196 	
       71	          188 	
       72	          198 	
       73	          232 	
       74	          219 	
       75	          236 	
       76	          207 	
       77	          215 	
       78	          210 	
       79	          213 	
       80	          228 	
       81	          207 	
       82	          233 	
       83	          227 	
       84	          215 	
       85	          210 	
       86	          203 	
       87	          198 	
       88	          221 	
       89	          257 	
       90	          222 	
       91	          189 	
       92	          216 	
       93	          244 	
       94	          223 	
       95	          234 	
       96	          178 	
       97	          200 	
       98	          216 	
       99	          210 	
      100	          196 	
      101	          199 	
      102	          214 	
      103	          196 	
      104	          200 	
      105	          220 	
      106	          216 	
      107	          212 	
      108	          213 	
      109	          213 	
      110	          220 	
      111	          223 	
      112	          211 	
      113	          205 	
      114	          221 	
      115	          242 	
      116	          184 	
      117	          224 	
      118	          204 	
      119	          215 	
      120	          210 	
      121	          212 	
      122	          187 	
      123	          227 	
      124	          218 	
      125	          182 	
      126	          199 	
      127	          203 	
      128	          227 	
      129	          217 	
      130	          224 	
      131	          213 	
      132	          202 	
      133	          193 	
      134	          200 	
      135	          206 	
      136	          209 	
      137	          225 	
      138	          241 	
      139	          207 	
      140	          208 	
      141	          198 	
      142	          222 	
      143	          221 	
      144	          215 	
      145	          205 	
      146	          198 	
      147	          232 	
      148	          213 	
      149	          206 	
      150	          234 	
      151	          225 	
      152	          191 	
      153	          223 	
      154	          215 	
      155	          200 	
      156	          207 	
      157	          192 	
      158	          217 	
      159	          208 	
      160	          208 	
      161	          199 	
      162	          200 	
      163	          194 	
      164	          215 	
      165	          199 	
      166	          197 	
      167	          218 	
      168	          203 	
      169	          210 	
      170	          232 	
      171	          193 	
      172	          208 	
      173	          220 	
      174	          225 	
      175	          209 	
      176	          229 	
      177	          191 	
      178	          230 	
      179	          189 	
      180	          194 	
      181	          197 	
      182	          244 	
      183	          227 	
      184	          185 	
      185	          217 	
      186	          214 	
      187	          203 	
      188	          248 	
      189	          217 	
      190	          216 	
      191	          200 	
      192	          194 	
      193	          216 	
      194	          225 	
      195	          203 	
      196	          222 	
      197	          205 	
      198	          205 	
      199	          209 	
      200	          232 	
      201	          199 	
      202	          228 	
      203	          188 	
      204	          231 	
      205	          205 	
      206	          204 	
      207	          197 	
