Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:39:18
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          200 	
        2	          215 	
        3	          235 	
        4	          229 	
        5	          223 	
        6	          216 	
        7	          207 	
        8	          215 	
        9	          206 	
       10	          212 	
       11	          221 	
       12	          212 	
       13	          212 	
       14	          233 	
       15	          206 	
       16	          223 	
       17	          234 	
       18	          195 	
       19	          244 	
       20	          225 	
       21	          225 	
       22	          225 	
       23	          240 	
       24	          209 	
       25	          205 	
       26	          215 	
       27	          211 	
       28	          233 	
       29	          193 	
       30	          222 	
       31	          178 	
       32	          205 	
       33	          194 	
       34	          203 	
       35	          214 	
       36	          220 	
       37	          207 	
       38	          226 	
       39	          248 	
       40	          196 	
       41	          222 	
       42	          190 	
       43	          198 	
       44	          234 	
       45	          213 	
       46	          210 	
       47	          224 	
       48	          209 	
       49	          218 	
       50	          238 	
       51	          252 	
       52	          227 	
       53	          236 	
       54	          203 	
       55	          217 	
       56	          186 	
       57	          208 	
       58	          219 	
       59	          215 	
       60	          224 	
       61	          231 	
       62	          224 	
       63	          217 	
       64	          224 	
       65	          217 	
       66	          195 	
       67	          221 	
       68	          217 	
       69	          212 	
       70	          183 	
       71	          235 	
       72	          211 	
       73	          208 	
       74	          241 	
       75	          212 	
       76	          208 	
       77	          213 	
       78	          200 	
       79	          232 	
       80	          210 	
       81	          225 	
       82	          185 	
       83	          213 	
       84	          212 	
       85	          228 	
       86	          224 	
       87	          194 	
       88	          210 	
       89	          203 	
       90	          201 	
       91	          213 	
       92	          194 	
       93	          221 	
       94	          215 	
       95	          202 	
       96	          199 	
       97	          210 	
       98	          220 	
       99	          197 	
      100	          211 	
      101	          207 	
      102	          194 	
      103	          225 	
      104	          235 	
      105	          212 	
      106	          220 	
      107	          207 	
      108	          214 	
      109	          232 	
      110	          236 	
      111	          228 	
      112	          212 	
      113	          214 	
      114	          227 	
      115	          211 	
      116	          230 	
      117	          223 	
      118	          238 	
      119	          227 	
      120	          228 	
      121	          206 	
      122	          207 	
      123	          222 	
      124	          202 	
      125	          235 	
      126	          229 	
      127	          204 	
      128	          222 	
      129	          217 	
      130	          167 	
      131	          207 	
      132	          210 	
      133	          234 	
      134	          210 	
      135	          201 	
      136	          245 	
      137	          218 	
      138	          199 	
      139	          188 	
      140	          218 	
      141	          224 	
      142	          225 	
      143	          210 	
      144	          203 	
      145	          243 	
      146	          232 	
      147	          202 	
      148	          203 	
      149	          196 	
      150	          237 	
      151	          188 	
      152	          186 	
      153	          222 	
      154	          202 	
      155	          217 	
      156	          244 	
      157	          216 	
      158	          243 	
      159	          206 	
      160	          213 	
      161	          242 	
      162	          209 	
      163	          211 	
      164	          215 	
      165	          216 	
      166	          198 	
      167	          172 	
      168	          205 	
      169	          187 	
      170	          189 	
      171	          230 	
      172	          230 	
      173	          228 	
      174	          211 	
      175	          224 	
      176	          204 	
      177	          230 	
      178	          210 	
      179	          210 	
      180	          201 	
      181	          202 	
      182	          204 	
      183	          227 	
      184	          220 	
      185	          201 	
      186	          231 	
      187	          235 	
      188	          232 	
      189	          207 	
      190	          231 	
      191	          205 	
      192	          230 	
      193	          213 	
      194	          173 	
      195	          201 	
      196	          193 	
      197	          207 	
      198	          218 	
      199	          191 	
      200	          221 	
      201	          224 	
      202	          216 	
      203	          221 	
      204	          238 	
      205	          201 	
      206	          230 	
