Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:36:27
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          171 	
        2	          178 	
        3	          185 	
        4	          184 	
        5	          152 	
        6	          172 	
        7	          160 	
        8	          173 	
        9	          169 	
       10	          184 	
       11	          177 	
       12	          170 	
       13	          167 	
       14	          154 	
       15	          160 	
       16	          168 	
       17	          181 	
       18	          176 	
       19	          195 	
       20	          155 	
       21	          171 	
       22	          172 	
       23	          188 	
       24	          176 	
       25	          179 	
       26	          178 	
       27	          177 	
       28	          184 	
       29	          157 	
       30	          175 	
       31	          176 	
       32	          166 	
       33	          153 	
       34	          185 	
       35	          191 	
       36	          170 	
       37	          160 	
       38	          184 	
       39	          169 	
       40	          174 	
       41	          191 	
       42	          171 	
       43	          171 	
       44	          174 	
       45	          173 	
       46	          152 	
       47	          168 	
       48	          177 	
       49	          191 	
       50	          158 	
       51	          193 	
       52	          156 	
       53	          181 	
       54	          158 	
       55	          178 	
       56	          170 	
       57	          150 	
       58	          192 	
       59	          173 	
       60	          164 	
       61	          187 	
       62	          184 	
       63	          181 	
       64	          160 	
       65	          173 	
       66	          166 	
       67	          161 	
       68	          150 	
       69	          179 	
       70	          162 	
       71	          174 	
       72	          184 	
       73	          178 	
       74	          173 	
       75	          180 	
       76	          181 	
       77	          191 	
       78	          174 	
       79	          178 	
       80	          169 	
       81	          157 	
       82	          179 	
       83	          158 	
       84	          180 	
       85	          174 	
       86	          143 	
       87	          166 	
       88	          183 	
       89	          176 	
       90	          162 	
       91	          173 	
       92	          169 	
       93	          168 	
       94	          173 	
       95	          163 	
       96	          179 	
       97	          191 	
       98	          163 	
       99	          171 	
      100	          158 	
      101	          160 	
      102	          159 	
      103	          163 	
      104	          170 	
      105	          168 	
      106	          160 	
      107	          181 	
      108	          156 	
      109	          169 	
      110	          184 	
      111	          182 	
      112	          163 	
      113	          205 	
      114	          170 	
      115	          178 	
      116	          157 	
      117	          173 	
      118	          175 	
      119	          162 	
      120	          155 	
      121	          180 	
      122	          186 	
      123	          173 	
      124	          187 	
      125	          160 	
      126	          173 	
      127	          177 	
      128	          165 	
      129	          168 	
      130	          174 	
      131	          188 	
      132	          165 	
      133	          173 	
      134	          166 	
      135	          167 	
      136	          180 	
      137	          168 	
      138	          191 	
      139	          170 	
      140	          162 	
      141	          150 	
      142	          178 	
      143	          174 	
      144	          166 	
      145	          158 	
      146	          156 	
      147	          171 	
      148	          154 	
      149	          170 	
      150	          176 	
      151	          162 	
      152	          166 	
      153	          133 	
      154	          171 	
      155	          160 	
      156	          188 	
      157	          163 	
      158	          162 	
      159	          171 	
      160	          170 	
      161	          169 	
      162	          158 	
      163	          161 	
      164	          162 	
      165	          182 	
      166	          161 	
      167	          167 	
      168	          183 	
      169	          182 	
      170	          171 	
      171	          203 	
      172	          153 	
      173	          175 	
      174	          155 	
      175	          180 	
      176	          189 	
      177	          189 	
      178	          140 	
      179	          180 	
      180	          172 	
      181	          175 	
      182	          184 	
      183	          167 	
      184	          163 	
      185	          166 	
      186	          153 	
      187	          189 	
      188	          140 	
      189	          161 	
      190	          176 	
      191	          168 	
      192	          162 	
      193	          152 	
      194	          148 	
      195	          167 	
      196	          155 	
      197	          200 	
      198	          199 	
      199	          187 	
      200	          176 	
      201	          184 	
      202	          185 	
      203	          177 	
      204	          143 	
      205	          190 	
      206	          178 	
