Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:45:38
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          184 	
        2	          201 	
        3	          228 	
        4	          211 	
        5	          227 	
        6	          219 	
        7	          259 	
        8	          201 	
        9	          217 	
       10	          221 	
       11	          209 	
       12	          222 	
       13	          240 	
       14	          228 	
       15	          247 	
       16	          217 	
       17	          218 	
       18	          223 	
       19	          217 	
       20	          220 	
       21	          213 	
       22	          206 	
       23	          224 	
       24	          234 	
       25	          216 	
       26	          210 	
       27	          215 	
       28	          245 	
       29	          218 	
       30	          218 	
       31	          237 	
       32	          213 	
       33	          212 	
       34	          225 	
       35	          193 	
       36	          218 	
       37	          217 	
       38	          229 	
       39	          202 	
       40	          223 	
       41	          223 	
       42	          207 	
       43	          204 	
       44	          194 	
       45	          241 	
       46	          227 	
       47	          226 	
       48	          244 	
       49	          204 	
       50	          208 	
       51	          223 	
       52	          225 	
       53	          192 	
       54	          253 	
       55	          213 	
       56	          209 	
       57	          257 	
       58	          178 	
       59	          227 	
       60	          212 	
       61	          234 	
       62	          226 	
       63	          203 	
       64	          234 	
       65	          238 	
       66	          243 	
       67	          210 	
       68	          241 	
       69	          189 	
       70	          215 	
       71	          204 	
       72	          214 	
       73	          225 	
       74	          227 	
       75	          239 	
       76	          225 	
       77	          208 	
       78	          230 	
       79	          198 	
       80	          237 	
       81	          214 	
       82	          221 	
       83	          213 	
       84	          213 	
       85	          233 	
       86	          208 	
       87	          219 	
       88	          208 	
       89	          206 	
       90	          227 	
       91	          265 	
       92	          235 	
       93	          234 	
       94	          244 	
       95	          229 	
       96	          214 	
       97	          224 	
       98	          217 	
       99	          205 	
      100	          215 	
      101	          223 	
      102	          225 	
      103	          216 	
      104	          203 	
      105	          240 	
      106	          235 	
      107	          190 	
      108	          204 	
      109	          224 	
      110	          227 	
      111	          235 	
      112	          244 	
      113	          246 	
      114	          203 	
      115	          230 	
      116	          219 	
      117	          231 	
      118	          237 	
      119	          237 	
      120	          230 	
      121	          198 	
      122	          220 	
      123	          196 	
      124	          222 	
      125	          214 	
      126	          218 	
      127	          233 	
      128	          217 	
      129	          247 	
      130	          213 	
      131	          198 	
      132	          233 	
      133	          249 	
      134	          204 	
      135	          200 	
      136	          215 	
      137	          203 	
      138	          231 	
      139	          212 	
      140	          229 	
      141	          193 	
      142	          232 	
      143	          199 	
      144	          210 	
      145	          202 	
      146	          215 	
      147	          223 	
      148	          222 	
      149	          207 	
      150	          210 	
      151	          200 	
      152	          205 	
      153	          204 	
      154	          195 	
      155	          218 	
      156	          230 	
      157	          221 	
      158	          207 	
      159	          199 	
      160	          207 	
      161	          202 	
      162	          218 	
      163	          221 	
      164	          217 	
      165	          213 	
      166	          238 	
      167	          229 	
      168	          227 	
      169	          214 	
      170	          224 	
      171	          213 	
      172	          244 	
      173	          221 	
      174	          216 	
      175	          198 	
      176	          214 	
      177	          222 	
      178	          211 	
      179	          223 	
      180	          220 	
      181	          210 	
      182	          214 	
      183	          242 	
      184	          195 	
      185	          215 	
      186	          208 	
      187	          211 	
      188	          241 	
      189	          220 	
      190	          230 	
      191	          213 	
      192	          200 	
      193	          226 	
      194	          205 	
      195	          221 	
      196	          227 	
      197	          209 	
      198	          196 	
      199	          191 	
      200	          237 	
      201	          212 	
      202	          220 	
      203	          223 	
      204	          245 	
      205	          211 	
