Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:43:24
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          205 	
        2	          231 	
        3	          237 	
        4	          228 	
        5	          223 	
        6	          245 	
        7	          226 	
        8	          241 	
        9	          225 	
       10	          221 	
       11	          214 	
       12	          219 	
       13	          242 	
       14	          225 	
       15	          204 	
       16	          232 	
       17	          242 	
       18	          190 	
       19	          230 	
       20	          232 	
       21	          206 	
       22	          229 	
       23	          212 	
       24	          236 	
       25	          264 	
       26	          231 	
       27	          255 	
       28	          223 	
       29	          220 	
       30	          236 	
       31	          250 	
       32	          245 	
       33	          229 	
       34	          231 	
       35	          231 	
       36	          248 	
       37	          216 	
       38	          233 	
       39	          212 	
       40	          218 	
       41	          252 	
       42	          229 	
       43	          213 	
       44	          239 	
       45	          219 	
       46	          252 	
       47	          243 	
       48	          223 	
       49	          246 	
       50	          207 	
       51	          225 	
       52	          247 	
       53	          240 	
       54	          210 	
       55	          196 	
       56	          247 	
       57	          190 	
       58	          214 	
       59	          229 	
       60	          221 	
       61	          219 	
       62	          205 	
       63	          244 	
       64	          237 	
       65	          246 	
       66	          222 	
       67	          228 	
       68	          219 	
       69	          238 	
       70	          273 	
       71	          228 	
       72	          226 	
       73	          216 	
       74	          214 	
       75	          243 	
       76	          248 	
       77	          238 	
       78	          236 	
       79	          230 	
       80	          224 	
       81	          214 	
       82	          234 	
       83	          248 	
       84	          207 	
       85	          241 	
       86	          255 	
       87	          236 	
       88	          244 	
       89	          209 	
       90	          231 	
       91	          241 	
       92	          199 	
       93	          253 	
       94	          227 	
       95	          227 	
       96	          233 	
       97	          237 	
       98	          236 	
       99	          226 	
      100	          240 	
      101	          218 	
      102	          242 	
      103	          232 	
      104	          238 	
      105	          234 	
      106	          240 	
      107	          222 	
      108	          221 	
      109	          238 	
      110	          232 	
      111	          220 	
      112	          235 	
      113	          212 	
      114	          218 	
      115	          229 	
      116	          205 	
      117	          221 	
      118	          208 	
      119	          218 	
      120	          256 	
      121	          256 	
      122	          244 	
      123	          234 	
      124	          223 	
      125	          248 	
      126	          215 	
      127	          227 	
      128	          258 	
      129	          205 	
      130	          230 	
      131	          218 	
      132	          231 	
      133	          215 	
      134	          237 	
      135	          207 	
      136	          225 	
      137	          208 	
      138	          247 	
      139	          245 	
      140	          222 	
      141	          225 	
      142	          225 	
      143	          212 	
      144	          217 	
      145	          202 	
      146	          256 	
      147	          212 	
      148	          229 	
      149	          241 	
      150	          240 	
      151	          254 	
      152	          222 	
      153	          205 	
      154	          214 	
      155	          228 	
      156	          227 	
      157	          245 	
      158	          210 	
      159	          195 	
      160	          237 	
      161	          241 	
      162	          219 	
      163	          237 	
      164	          240 	
      165	          215 	
      166	          220 	
      167	          219 	
      168	          211 	
      169	          195 	
      170	          243 	
      171	          255 	
      172	          236 	
      173	          219 	
      174	          240 	
      175	          231 	
      176	          236 	
      177	          214 	
      178	          247 	
      179	          201 	
      180	          232 	
      181	          221 	
      182	          222 	
      183	          240 	
      184	          243 	
      185	          232 	
      186	          210 	
      187	          230 	
      188	          211 	
      189	          207 	
      190	          223 	
      191	          222 	
      192	          213 	
      193	          232 	
      194	          221 	
      195	          201 	
      196	          200 	
      197	          238 	
      198	          219 	
      199	          231 	
      200	          234 	
      201	          240 	
      202	          221 	
      203	          212 	
      204	          194 	
      205	          208 	
      206	          234 	
      207	          202 	
      208	          226 	
      209	          231 	
