Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:38:32
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          202 	
        2	          189 	
        3	          200 	
        4	          184 	
        5	          194 	
        6	          189 	
        7	          205 	
        8	          183 	
        9	          210 	
       10	          192 	
       11	          191 	
       12	          224 	
       13	          214 	
       14	          195 	
       15	          220 	
       16	          174 	
       17	          182 	
       18	          207 	
       19	          198 	
       20	          204 	
       21	          196 	
       22	          183 	
       23	          216 	
       24	          179 	
       25	          189 	
       26	          173 	
       27	          159 	
       28	          189 	
       29	          176 	
       30	          182 	
       31	          190 	
       32	          197 	
       33	          198 	
       34	          165 	
       35	          202 	
       36	          179 	
       37	          184 	
       38	          195 	
       39	          202 	
       40	          198 	
       41	          174 	
       42	          196 	
       43	          184 	
       44	          204 	
       45	          191 	
       46	          175 	
       47	          193 	
       48	          170 	
       49	          221 	
       50	          198 	
       51	          186 	
       52	          185 	
       53	          178 	
       54	          209 	
       55	          186 	
       56	          175 	
       57	          182 	
       58	          215 	
       59	          173 	
       60	          175 	
       61	          174 	
       62	          194 	
       63	          205 	
       64	          208 	
       65	          175 	
       66	          169 	
       67	          189 	
       68	          197 	
       69	          198 	
       70	          193 	
       71	          168 	
       72	          175 	
       73	          216 	
       74	          166 	
       75	          178 	
       76	          180 	
       77	          175 	
       78	          187 	
       79	          177 	
       80	          202 	
       81	          207 	
       82	          196 	
       83	          176 	
       84	          163 	
       85	          212 	
       86	          184 	
       87	          179 	
       88	          175 	
       89	          191 	
       90	          195 	
       91	          180 	
       92	          162 	
       93	          203 	
       94	          195 	
       95	          170 	
       96	          184 	
       97	          185 	
       98	          209 	
       99	          163 	
      100	          188 	
      101	          191 	
      102	          188 	
      103	          178 	
      104	          193 	
      105	          205 	
      106	          185 	
      107	          202 	
      108	          179 	
      109	          190 	
      110	          188 	
      111	          154 	
      112	          174 	
      113	          176 	
      114	          190 	
      115	          190 	
      116	          163 	
      117	          173 	
      118	          186 	
      119	          159 	
      120	          175 	
      121	          171 	
      122	          197 	
      123	          213 	
      124	          173 	
      125	          178 	
      126	          163 	
      127	          169 	
      128	          178 	
      129	          208 	
      130	          200 	
      131	          189 	
      132	          198 	
      133	          162 	
      134	          185 	
      135	          178 	
      136	          202 	
      137	          162 	
      138	          190 	
      139	          209 	
      140	          176 	
      141	          201 	
      142	          191 	
      143	          193 	
      144	          193 	
      145	          188 	
      146	          206 	
      147	          180 	
      148	          168 	
      149	          198 	
      150	          176 	
      151	          185 	
      152	          196 	
      153	          186 	
      154	          191 	
      155	          208 	
      156	          191 	
      157	          182 	
      158	          189 	
      159	          205 	
      160	          151 	
      161	          176 	
      162	          179 	
      163	          193 	
      164	          198 	
      165	          192 	
      166	          204 	
      167	          195 	
      168	          199 	
      169	          206 	
      170	          206 	
      171	          199 	
      172	          199 	
      173	          224 	
      174	          217 	
      175	          210 	
      176	          205 	
      177	          198 	
      178	          168 	
      179	          154 	
      180	          196 	
      181	          198 	
      182	          188 	
      183	          174 	
      184	          203 	
      185	          177 	
      186	          177 	
      187	          168 	
      188	          199 	
      189	          188 	
      190	          152 	
      191	          200 	
      192	          203 	
      193	          203 	
      194	          178 	
      195	          202 	
      196	          199 	
      197	          178 	
      198	          193 	
      199	          180 	
      200	          195 	
      201	          178 	
      202	          176 	
      203	          184 	
      204	          189 	
      205	          221 	
