Thorlabs Single Photon Counter Data Export

Date (YYYY-MM-DD):	2024-07-12
Time (HH:MM:SS):	10:40:37
Device Name:	SPCM50A
Serial Number:	M00296614
GUI Revision:	1.0 Build 23
Driver Revision:	1.1.0
Firmware Revision:	1.0.0

Application settings:
Operating Mode:	Free Running Timed Counter
Bin Length [ms]:	100
Time between Bins [ms]:	0.1
Pulse Blind Time [ns]:	0
Trigger Edge:	non-applicable
Array Measurement:	No
Array Measurement Continuously:	non-applicable
Bins per Array:	non-applicable
Active APD Gating:	Yes
Fan Off:	No

Bin Number 	Counts per Bin 	Remarks
        1	          197 	
        2	          209 	
        3	          187 	
        4	          167 	
        5	          204 	
        6	          192 	
        7	          192 	
        8	          191 	
        9	          227 	
       10	          212 	
       11	          205 	
       12	          207 	
       13	          188 	
       14	          173 	
       15	          219 	
       16	          200 	
       17	          203 	
       18	          192 	
       19	          183 	
       20	          185 	
       21	          207 	
       22	          181 	
       23	          203 	
       24	          186 	
       25	          200 	
       26	          215 	
       27	          196 	
       28	          204 	
       29	          214 	
       30	          215 	
       31	          185 	
       32	          197 	
       33	          195 	
       34	          214 	
       35	          195 	
       36	          191 	
       37	          182 	
       38	          206 	
       39	          204 	
       40	          177 	
       41	          213 	
       42	          185 	
       43	          180 	
       44	          191 	
       45	          195 	
       46	          194 	
       47	          213 	
       48	          192 	
       49	          199 	
       50	          195 	
       51	          190 	
       52	          204 	
       53	          202 	
       54	          195 	
       55	          194 	
       56	          196 	
       57	          162 	
       58	          185 	
       59	          180 	
       60	          194 	
       61	          211 	
       62	          208 	
       63	          235 	
       64	          188 	
       65	          205 	
       66	          217 	
       67	          169 	
       68	          188 	
       69	          184 	
       70	          194 	
       71	          210 	
       72	          195 	
       73	          239 	
       74	          179 	
       75	          192 	
       76	          199 	
       77	          207 	
       78	          173 	
       79	          184 	
       80	          208 	
       81	          183 	
       82	          202 	
       83	          195 	
       84	          190 	
       85	          178 	
       86	          213 	
       87	          231 	
       88	          163 	
       89	          192 	
       90	          193 	
       91	          192 	
       92	          175 	
       93	          213 	
       94	          207 	
       95	          191 	
       96	          219 	
       97	          198 	
       98	          179 	
       99	          201 	
      100	          206 	
      101	          201 	
      102	          187 	
      103	          206 	
      104	          197 	
      105	          191 	
      106	          189 	
      107	          190 	
      108	          208 	
      109	          187 	
      110	          191 	
      111	          188 	
      112	          226 	
      113	          193 	
      114	          213 	
      115	          177 	
      116	          204 	
      117	          196 	
      118	          201 	
      119	          175 	
      120	          204 	
      121	          211 	
      122	          178 	
      123	          194 	
      124	          190 	
      125	          174 	
      126	          199 	
      127	          193 	
      128	          179 	
      129	          169 	
      130	          208 	
      131	          199 	
      132	          177 	
      133	          218 	
      134	          179 	
      135	          183 	
      136	          206 	
      137	          181 	
      138	          184 	
      139	          171 	
      140	          172 	
      141	          196 	
      142	          196 	
      143	          194 	
      144	          191 	
      145	          212 	
      146	          191 	
      147	          178 	
      148	          210 	
      149	          218 	
      150	          192 	
      151	          192 	
      152	          193 	
      153	          172 	
      154	          212 	
      155	          201 	
      156	          168 	
      157	          162 	
      158	          203 	
      159	          219 	
      160	          214 	
      161	          178 	
      162	          202 	
      163	          183 	
      164	          184 	
      165	          164 	
      166	          210 	
      167	          194 	
      168	          211 	
      169	          209 	
      170	          168 	
      171	          199 	
      172	          184 	
      173	          195 	
      174	          181 	
      175	          213 	
      176	          211 	
      177	          217 	
      178	          197 	
      179	          228 	
      180	          173 	
      181	          192 	
      182	          185 	
      183	          208 	
      184	          194 	
      185	          182 	
      186	          178 	
      187	          185 	
      188	          174 	
      189	          193 	
      190	          201 	
      191	          192 	
      192	          200 	
      193	          219 	
      194	          205 	
      195	          178 	
      196	          198 	
      197	          193 	
      198	          230 	
      199	          202 	
      200	          181 	
      201	          209 	
      202	          196 	
      203	          194 	
      204	          208 	
      205	          178 	
      206	          217 	
      207	          206 	
